datestamp,centre_name,value
2020-11-27,Bradford BID,44428
2020-11-28,Bradford BID,32911
2020-11-29,Bradford BID,22695
2020-11-30,Bradford BID,45719
2020-12-01,Bradford BID,43476
2020-12-02,Bradford BID,45859
2020-12-03,Bradford BID,48443
2020-12-04,Bradford BID,44907
2020-12-05,Bradford BID,32870
2020-12-06,Bradford BID,23546
2020-12-07,Bradford BID,47288
2020-12-08,Bradford BID,42638
2020-12-09,Bradford BID,47468
2020-12-10,Bradford BID,48310
2020-12-11,Bradford BID,44556
2020-12-12,Bradford BID,33185
2020-12-13,Bradford BID,23137
2020-12-14,Bradford BID,48858
2020-12-15,Bradford BID,43072
2020-12-16,Bradford BID,49138
2020-12-17,Bradford BID,48162
2020-12-18,Bradford BID,42618
2020-12-19,Bradford BID,33754
2020-12-20,Bradford BID,22448
2020-12-21,Bradford BID,48540
2020-12-22,Bradford BID,42217
2020-12-23,Bradford BID,45744
2020-12-24,Bradford BID,48466
2020-12-25,Bradford BID,38900
2020-12-26,Bradford BID,31830
2020-12-27,Bradford BID,22782
2020-12-28,Bradford BID,46189
2020-12-29,Bradford BID,41874
2020-12-30,Bradford BID,44140
2020-12-31,Bradford BID,47561
2021-01-01,Bradford BID,36444
2021-01-02,Bradford BID,33105
2021-01-03,Bradford BID,23528
2021-01-04,Bradford BID,47189
2021-01-05,Bradford BID,43601
2021-01-06,Bradford BID,43188
2021-01-07,Bradford BID,47516
2021-01-08,Bradford BID,35893
2021-01-09,Bradford BID,32743
2021-01-10,Bradford BID,22746
2021-01-11,Bradford BID,46953
2021-01-12,Bradford BID,41436
2021-01-13,Bradford BID,43719
2021-01-14,Bradford BID,43598
2021-01-15,Bradford BID,34296
2021-01-16,Bradford BID,31086
2021-01-17,Bradford BID,23012
2021-01-18,Bradford BID,45484
2021-01-19,Bradford BID,38620
2021-01-20,Bradford BID,41313
2021-01-21,Bradford BID,40540
2021-01-22,Bradford BID,31788
2021-01-23,Bradford BID,28020
2021-01-24,Bradford BID,22275
2021-01-25,Bradford BID,42798
2021-01-26,Bradford BID,37670
2021-01-27,Bradford BID,38617
2021-01-28,Bradford BID,36773
2021-01-29,Bradford BID,31311
2021-01-30,Bradford BID,26164
2021-01-31,Bradford BID,20513
2021-02-01,Bradford BID,40219
2021-02-02,Bradford BID,33561
2021-02-03,Bradford BID,35915
2021-02-04,Bradford BID,35465
2021-02-05,Bradford BID,29670
2021-02-06,Bradford BID,22631
2021-02-07,Bradford BID,18914
2021-02-08,Bradford BID,38021
2021-02-09,Bradford BID,31933
2021-02-10,Bradford BID,34882
2021-02-11,Bradford BID,35456
2021-02-12,Bradford BID,33367
2021-02-13,Bradford BID,24693
2021-02-14,Bradford BID,17621
2021-02-15,Bradford BID,38657
2021-02-16,Bradford BID,32308
2021-02-17,Bradford BID,34706
2021-02-18,Bradford BID,35273
2021-02-19,Bradford BID,35474
2021-02-20,Bradford BID,25220
2021-02-21,Bradford BID,17859
2021-02-22,Bradford BID,35261
2021-02-23,Bradford BID,29321
2021-02-24,Bradford BID,36522
2021-02-25,Bradford BID,34680
2021-02-26,Bradford BID,36585
2021-02-27,Bradford BID,26817
2021-02-28,Bradford BID,18738
2021-03-01,Bradford BID,36891
2021-03-02,Bradford BID,32288
2021-03-03,Bradford BID,36520
2021-03-04,Bradford BID,37487
2021-03-05,Bradford BID,39348
2021-03-06,Bradford BID,28556
2021-03-07,Bradford BID,18906
2021-03-08,Bradford BID,37004
2021-03-09,Bradford BID,34776
2021-03-10,Bradford BID,39458
2021-03-11,Bradford BID,37827
2021-03-12,Bradford BID,41867
2021-03-13,Bradford BID,30141
2021-03-14,Bradford BID,18852
2021-03-15,Bradford BID,37667
2021-03-16,Bradford BID,35173
2021-03-17,Bradford BID,40557
2021-03-18,Bradford BID,40517
2021-03-19,Bradford BID,42748
2021-03-20,Bradford BID,31461
2021-03-21,Bradford BID,20763
2021-03-22,Bradford BID,38928
2021-03-23,Bradford BID,38657
2021-03-24,Bradford BID,42079
2021-03-25,Bradford BID,40302
2021-03-26,Bradford BID,42256
2021-03-27,Bradford BID,32395
2021-03-28,Bradford BID,21757
2021-03-29,Bradford BID,40553
2021-03-30,Bradford BID,40688
2021-03-31,Bradford BID,43608
2021-04-01,Bradford BID,40246
