event_id,spektrix_instance_id,project_name,event_name,start_datetime
rec08mAkdwjjhDMe9,,Our Patch - Boxing for wellbeing Kirkgate Centre,,2025-08-03 17:30:00+00:00
rec0WEwUrVwnQFALc,,Lady Bushra (supporting Ginger),,2025-03-15 19:30:00+00:00
rec6TElpdQkpTkBvb,,Ice Age Art Now,,2025-06-24 09:00:00+00:00
recK6UlvNnyI3hz3Z,,Ice Age Art Now,,2025-06-24 11:30:00+00:00
recuAit5GnEYlaJLv,,Ice Age Art Now,,2025-06-26 09:00:00+00:00
rect1T0oCbf7LQP5l,,Ice Age Art Now,,2025-06-26 09:30:00+00:00
recST8qTcchp9lmXE,,Ice Age Art Now,,2025-07-02 11:30:00+00:00
recw7RUYbd6Fmszxk,,Ice Age Art Now,,2025-07-03 09:00:00+00:00
recoaIIldxAN359Wf,,Ice Age Art Now,,2025-07-08 11:30:00+00:00
recV03vQUKCtxy0gg,,Ice Age Art Now,,2025-07-10 11:30:00+00:00
recnfOTmBNpnoLMAX,,Ice Age Art Now,,2025-07-16 09:00:00+00:00
recFLeBSjKLH00Al5,,Ice Age Art Now,,2025-07-17 09:00:00+00:00
recrgGVdbpY9nxFun,,Ice Age Art Now,,2025-07-17 11:30:00+00:00
reczUKHSceLrwRUsB,,Ice Age Art Now,,2025-07-24 09:30:00+00:00
rec1pXnmr6hwnIImi,,Ice Age Art Now,,2025-07-24 10:00:00+00:00
recmJs2pl3dOEmT9b,,Ice Age Art Now,,2025-07-28 23:00:00+00:00
recCUw7pkuLqpjk4W,,Ice Age Art Now,,2025-08-04 23:00:00+00:00
recMPDDofGAiYfhaA,,Ice Age Art Now,,2025-08-07 10:00:00+00:00
recINf7kgYWxSAnGw,,Ice Age Art Now,,2025-08-17 10:00:00+00:00
recbgcEDQieacBJ8a,,Ice Age Art Now,,2025-08-17 10:00:00+00:00
recEZ2FKJmkcVGNDW,,Ice Age Art Now,,2025-08-28 09:30:00+00:00
recHkwGA0fW1HbV0G,,Ice Age Art Now,,2025-09-05 23:00:00+00:00
recMpZXKgPrRVU88E,,Ice Age Art Now,,2025-09-13 10:00:00+00:00
recWOg37m6D8YZByc,,Ice Age Art Now,,2025-09-25 09:30:00+00:00
recyyOYkTVfPR4y1r,,Cricket Tournament Awards Ceremony,,2025-06-16 17:00:00+00:00
recBoj3reoc1rMhyG,,Programme Launch (Sept 12th event),,2024-09-12 18:00:00+00:00
recxdrs0s2g4k73ff,,Big Screen - Cannon Mills,,2025-04-17 13:00:00+00:00
recLPj8sH4JsYcKVi,,Big Screen - Cannon Mills,,2025-04-17 18:00:00+00:00
rec2TcgDMmwlDfiE4,,Big Screen - Cannon Mills,,2025-04-18 13:00:00+00:00
recQEfLYLZQ20b6kt,,Big Screen - Cannon Mills,,2025-04-18 18:00:00+00:00
recDA1clOWkRcPeKF,,Big Screen - Cannon Mills,,2025-04-19 13:00:00+00:00
recdcEMTuhTMngroq,,Big Screen - Cannon Mills,,2025-04-19 18:00:00+00:00
rec2KUPke1T8FYkah,,Drum Roll Please,,2024-01-16 19:00:00+00:00
recEbQizPfvYiNbYg,,Drum Roll Please,,2024-01-23 19:00:00+00:00
recibN76HKG51PUF7,,Drum Roll Please,,2024-01-31 18:00:00+00:00
recm0p7yigTonHgUD,,Drum Roll Please,,2024-02-01 17:00:00+00:00
recKvkngsevHEuUl4,,Drum Roll Please,,2024-02-02 16:00:00+00:00
recqYFxBZ1W2gCeqN,,Drum Roll Please,,2024-02-03 12:00:00+00:00
recE3v8D9Ph5chtTA,,Drum Roll Please,,2024-02-07 18:00:00+00:00
recL7nJbsjXkKbjGE,,Drum Roll Please,,2024-02-09 16:00:00+00:00
recLEWLeRbd4EedWC,,Drum Roll Please,,2024-02-10 12:00:00+00:00
reclUBA4rPVLqPDMb,,Drum Roll Please,,2024-02-22 17:00:00+00:00
recUyV8PzeKH01Khe,,Our Patch (formerly Magic Waiting) MASTER,,2025-01-10 11:00:00+00:00
recvEzggGYn0xen1j,,Our Patch (formerly Magic Waiting) MASTER,,2025-01-25 11:00:00+00:00
recvQ7FeQNmazM2UJ,,Our Patch (formerly Magic Waiting) MASTER,,2025-01-27 11:00:00+00:00
recMeYzUgkptewbTr,,Our Patch (formerly Magic Waiting) MASTER,,2025-03-05 00:00:00+00:00
reccoctumL5wYqiC9,,Our Patch (formerly Magic Waiting) MASTER,,2025-03-27 00:00:00+00:00
rectDnjYEfYq4aoy7,,Our Patch (formerly Magic Waiting) MASTER,,2025-04-02 23:00:00+00:00
rec2cw8H10m5dm62u,,Our Patch (formerly Magic Waiting) MASTER,,2025-05-20 23:00:00+00:00
rec5PyeY3pFB9gpUw,,Our Patch (formerly Magic Waiting) MASTER,,2025-05-21 23:00:00+00:00
reciheeZW0prSFqU0,,Our Patch - In Other Words,,2025-09-08 09:30:00+00:00
recOl6T8twGxI5SQF,,Our Patch - In Other Words,,2025-09-22 09:30:00+00:00
recLpHHda7ip75aD0,,Our Patch - In Other Words,,2025-09-29 09:30:00+00:00
recb3cI22goE097hW,,Summer Sounds - Day 2,,2025-08-03 08:00:00+00:00
recfdIPrLiNaE5s2r,,Summer Sounds - Day 2,,2025-08-03 12:00:00+00:00
recNsItjdOMsBX8Wb,,Summer Sounds - Day 2,,2025-08-03 13:00:00+00:00
recAxGJhi5tVhfWCP,,Summer Sounds - Day 2,,2025-08-03 14:30:00+00:00
rec9cO8wzBBQxxnDj,,Summer Sounds - Day 2,,2025-08-03 16:00:00+00:00
rec0akzqFxtayman7,,Summer Sounds - Day 2,,2025-08-03 17:30:00+00:00
recPRTAeJiC56xM9D,,Our Patch - Street Dance (Bolton Woods Centre/Black History Month),,2025-09-02 15:00:00+00:00
recxlAN9A4mvQBYHV,,Our Patch - Street Dance (Bolton Woods Centre/Black History Month),,2025-09-09 15:00:00+00:00
rec5iV9uJEjEIlZMc,,Our Patch - Street Dance (Bolton Woods Centre/Black History Month),,2025-09-23 15:30:00+00:00
recaKCdjUcrClySBn,,Share Your Story at Beacon (National Literacy Trust),,2025-03-22 09:00:00+00:00
recDr5ZlmfN6Rd6h4,,Share Your Story at Beacon (National Literacy Trust),,2025-04-25 09:30:00+00:00
recYzk61ZHCqErOKG,,Share Your Story at Beacon (National Literacy Trust),,2025-04-25 12:00:00+00:00
recPUXDKsGP09Dsov,,Share Your Story at Beacon (National Literacy Trust),,2025-04-26 09:00:00+00:00
recxNoyzIjY9hIodz,,Share Your Story at Beacon (National Literacy Trust),,2025-05-10 09:00:00+00:00
recHY4bdbpOQklpvD,,Share Your Story at Beacon (National Literacy Trust),,2025-06-13 10:00:00+00:00
recqrCajIVAQdAVdL,,Share Your Story at Beacon (National Literacy Trust),,2025-06-13 11:30:00+00:00
recvY05xgblb5cHdA,,Share Your Story at Beacon (National Literacy Trust),,2025-06-14 09:00:00+00:00
recoRZMkDWyIMhXml,,Share Your Story at Beacon (National Literacy Trust),,2025-06-28 09:00:00+00:00
reckDZopiQ5S5Nxxm,,Share Your Story at Beacon (National Literacy Trust),,2025-07-11 10:00:00+00:00
recveOaIMxF6QuZX9,,Share Your Story at Beacon (National Literacy Trust),,2025-07-11 12:00:00+00:00
recc8Bxvk30M0aBQG,,Share Your Story at Beacon (National Literacy Trust),,2025-07-19 09:00:00+00:00
rec4AUP3nf9I6bf1s,,Share Your Story at Beacon (National Literacy Trust),,2025-08-27 09:00:00+00:00
recNQjfFTjnUTt95r,,Share Your Story at Beacon (National Literacy Trust),,2025-09-10 10:00:00+00:00
recerx7cLuDVGW9UV,,Share Your Story at Beacon (National Literacy Trust),,2025-09-10 12:00:00+00:00
rech80dF11HvMk14n,,Share Your Story at Beacon (National Literacy Trust),,2025-09-13 09:00:00+00:00
recoaCOQBd8OlgZIW,,Our Patch - Public Art Trail Holmewood,,2025-02-14 00:00:00+00:00
recTjuLMVRVsLTezY,,Our Patch - Public Art Trail Holmewood,,2025-04-14 23:00:00+00:00
recgubeudxiV3ySOn,,Our Patch - Public Art Trail Holmewood,,2025-04-15 23:00:00+00:00
recZXBHaBouUzrivG,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-03-14 00:00:00+00:00
recVxLgsu3HtqK2fC,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-03-28 00:00:00+00:00
rec2XBjCA2EEGm5gA,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-04-03 23:00:00+00:00
recdvT6FhVeyJCcN5,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-04-10 23:00:00+00:00
rec2T1Bq7vmKlRfo8,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-04-24 23:00:00+00:00
reczMBiKeNWpfz4qV,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-05-01 23:00:00+00:00
recN85lffoHswBamu,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-05-08 23:00:00+00:00
rec5r4xDXAUKUXByU,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-05-21 23:00:00+00:00
recoiHpNz3a2EkVt9,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-05-29 23:00:00+00:00
recX46aApYn5IvrAV,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-06-05 23:00:00+00:00
recpf7Oz9ZW1ftz9b,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-06-12 23:00:00+00:00
recFkO4svXt4zKRC4,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-06-26 23:00:00+00:00
recpgWX9Vi5oCAuF3,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-08-25 09:00:00+00:00
recIjLHgCcCLmnfxK,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-09-09 08:30:00+00:00
reco0lAfsF8sQPjzp,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-09-16 08:30:00+00:00
recE9FIo9dwMOeUk2,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-09-23 08:30:00+00:00
recaSGiCqd64752Sx,,Our Patch - BSL and Art/Hands that Speak / Open Hands,,2025-10-07 08:30:00+00:00
recOD2MBji6ZHHgjl,,Our Patch - Lower Grange Culture Cafe,,2025-01-21 11:00:00+00:00
recA40DQZKjd27Jvl,,Our Patch - Lower Grange Culture Cafe,,2025-01-28 11:00:00+00:00
recb2pMwPkx3lo4CV,,Our Patch - Lower Grange Culture Cafe,,2025-02-04 00:00:00+00:00
reccoHLYrAu0sjK3w,,Our Patch - Lower Grange Culture Cafe,,2025-02-11 00:00:00+00:00
rec1TKeFaKKzNE2Jg,,Our Patch - Lower Grange Culture Cafe,,2025-02-25 00:00:00+00:00
recxY2PiI3VYVItuN,,Our Patch - Lower Grange Culture Cafe,,2025-03-04 00:00:00+00:00
recqh9Pip9wYnB3RE,,Our Patch - Lower Grange Culture Cafe,,2025-03-11 00:00:00+00:00
recHDAGbDLtfdMU4O,,Our Patch - Lower Grange Culture Cafe,,2025-03-18 00:00:00+00:00
recycuQBp7wyhdb7I,,Our Patch - Lower Grange Culture Cafe,,2025-03-25 00:00:00+00:00
recuG0vEFqyPbpjH1,,Our Patch - Lower Grange Culture Cafe,,2025-03-31 23:00:00+00:00
reciOiiMwN6G1Emr9,,Our Patch - Lower Grange Culture Cafe,,2025-04-07 23:00:00+00:00
recBgNEIrOZLHrfGt,,Our Patch - Lower Grange Culture Cafe,,2025-04-14 23:00:00+00:00
recOqvkKkCVhSUIdG,,Our Patch - Lower Grange Culture Cafe,,2025-04-21 23:00:00+00:00
recFsoyzN5hmPspH6,,Our Patch - Lower Grange Culture Cafe,,2025-04-28 23:00:00+00:00
recM04GZFxLYS5ggi,,Our Patch - Lower Grange Culture Cafe,,2025-05-05 23:00:00+00:00
recguCV3NXMD3r8wG,,Our Patch - Lower Grange Culture Cafe,,2025-05-05 23:00:00+00:00
reccwulrUTVmh4ASV,,Our Patch - Lower Grange Culture Cafe,,2025-05-12 23:00:00+00:00
recu2hAiFDv0kxruc,,Our Patch - Lower Grange Culture Cafe,,2025-05-12 23:00:00+00:00
recbHI2YOntP7zcbG,,Our Patch - Lower Grange Culture Cafe,,2025-05-26 23:00:00+00:00
recw7OaPWecBiQ8oM,,Our Patch - Lower Grange Culture Cafe,,2025-05-26 23:00:00+00:00
recoQgZjcpIvI93pw,,Our Patch - Lower Grange Culture Cafe,,2025-06-02 23:00:00+00:00
recMWNruNq0KQxBGo,,Our Patch - Lower Grange Culture Cafe,,2025-06-09 23:00:00+00:00
recf7Sr2LrBmfkPYX,,Our Patch - Lower Grange Culture Cafe,,2025-06-16 23:00:00+00:00
recBC2OsaoB5e7sgI,,Our Patch - Lower Grange Culture Cafe,,2025-06-23 23:00:00+00:00
rec2Ak4WRqfY5065b,,Our Patch - Lower Grange Culture Cafe,,2025-07-01 08:00:00+00:00
recSj8qRPw82a0PxZ,,Our Patch - Lower Grange Culture Cafe,,2025-07-08 08:00:00+00:00
recv88qqNyqyxi9Sl,,Our Patch - Lower Grange Culture Cafe,,2025-07-15 08:00:00+00:00
recxwv8KlaV5cbU4q,,Our Patch - Lower Grange Culture Cafe,,2025-07-22 08:00:00+00:00
rec3LAJ2M2GY3fSba,,Our Patch - Lower Grange Culture Cafe,,2025-09-16 08:00:00+00:00
recAO1TPpRDXCqOgD,,"Aswad Arts Presents StreetSounds ""LIVE"" Bhangra Niche Set ""LIVE""",,2025-05-23 17:00:00+00:00
recxIV6BQSPjo38yK,,Bradford's Bigger Picture - Pictureville Year Round Programme,,2025-05-30 18:00:00+00:00
recLXKpOhEFKvEYhS,,Bradford's Bigger Picture - Pictureville Year Round Programme,,2025-06-01 12:30:00+00:00
recC2raDO3KmlA3he,,Bradford's Bigger Picture - Pictureville Year Round Programme,,2025-06-06 18:00:00+00:00
recUu1lqvhohyxwZY,,Bradford's Bigger Picture - Pictureville Year Round Programme,,2025-06-07 17:30:00+00:00
recCsNmOuaogk6xGX,,Bradford's Bigger Picture - Pictureville Year Round Programme,,2025-06-08 12:30:00+00:00
recdktiXPyzoZfJhC,,Bradford's Bigger Picture - Pictureville Year Round Programme,,2025-06-13 18:00:00+00:00
recIbmDh5UwVnEm5A,,Bradford's Bigger Picture - Pictureville Year Round Programme,,2025-06-20 18:00:00+00:00
recMrOno0bQ5jhSLi,,Bradford's Bigger Picture - Pictureville Year Round Programme,,2025-06-21 17:30:00+00:00
recOJUlpbSabQamSw,,Bradford's Bigger Picture - Pictureville Year Round Programme,,2025-06-22 13:00:00+00:00
recfbVnR4mDhizqnU,,Bradford's Bigger Picture - Pictureville Year Round Programme,,2025-06-24 18:00:00+00:00
recARI9XfLlzxt2wA,,Bradford's Bigger Picture - Pictureville Year Round Programme,,2025-06-25 17:30:00+00:00
reclDQWlIJzfBLh3Y,,Say It As It Is - Cliffe Castle,,2025-07-17 18:30:00+00:00
recSuuwZCusKwkK6a,,Penguin Books 16+ Panel,,2025-08-03 09:30:00+00:00
recL1p16rpcd0RtfJ,,Penguin Books 16+ Panel,,2025-08-03 11:30:00+00:00
rec49GjnrtFFEIddp,,Our Patch - Beacon Rugby Tots,,2025-07-21 12:00:00+00:00
rec2X0NrZnQa7xtHk,,Our Patch - Beacon Rugby Tots,,2025-07-22 12:00:00+00:00
recKQxQOpTHZu48JC,,Kate Test project 1,,2025-03-19 00:00:00+00:00
recl6a1AWIjrx97ob,,Kate Test project 1,,2025-08-13 08:35:00+00:00
recYkcC0qT3U6FLco,,Kate Test project 1,,2025-08-20 09:21:00+00:00
rec2cVnKuBOLniEvN,,Kate Test project 1,,2025-08-22 09:11:00+00:00
rec7zyjsqLF6i0kwp,,Cliffe Castle Park 75th Birthday Bash,,2025-08-09 11:00:00+00:00
rec9P5k5D85i47ceh,,Beacon,,2025-04-02 23:00:00+00:00
recsx9hS1wAU0l1Eg,,Beacon,,2025-05-21 23:00:00+00:00
recKrSuYtosF1qJdd,,Beacon,,2025-07-09 23:00:00+00:00
recg40wXeJlMDoOfe,,Beacon,,2025-08-27 23:00:00+00:00
recCvp529wism7HE6,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-02-13 15:00:00+00:00
recA9y91XvbyQFEPB,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-02-14 09:00:00+00:00
rechF0jJcYNa94nod,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-04-03 08:30:00+00:00
rechdRMJrYTjPIoUl,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-04-03 10:15:00+00:00
recvVXnuynhL87IAp,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-04-03 10:15:00+00:00
recCFCOaMVTlqUsYo,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-04-03 12:30:00+00:00
recOj0ujyxdfVGlat,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-04-03 12:30:00+00:00
reck1nTeHQLH3r580,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-04-03 14:15:00+00:00
recA5MTYArx4PMymA,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-04-03 14:30:00+00:00
rechT9kOrU0W0Vsfd,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-04-04 08:30:00+00:00
recnKfaVWQLrUa2bS,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-04-04 10:15:00+00:00
rec5TDnkWoblZPBSR,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-04-04 14:15:00+00:00
recF4cD4fa9WVUI3r,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-08-12 12:30:00+00:00
recqCDT4MGBXGdQMm,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-08-13 10:15:00+00:00
recgT3gLIrv84Bwin,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-08-14 12:30:00+00:00
rec7CMEHcreMJ3Qbv,,PLAY: The Great Adventure Build with Woodland Tribe,,2025-08-15 14:15:00+00:00
recZTiF98OCxEynU4,,FRESH Workshops,,2025-04-19 16:30:00+00:00
recKXZSI5b3iMUzxt,,Our Patch - Roshni Ghar Wellbeing Group,,2025-09-22 12:00:00+00:00
recWF9ri4AVwQhZWW,,Our Patch - Roshni Ghar Wellbeing Group,,2025-09-29 12:00:00+00:00
recAYe5IGKTbpkOT5,,Our Patch - Buttershaw Sandale Trust 'Youth Art',,2025-07-14 09:00:00+00:00
recxmfd8xZc9TIf4w,,Our Patch - Buttershaw Sandale Trust 'Youth Art',,2025-07-21 09:00:00+00:00
recK9jTsWcH8DSq1Z,,Our Patch - Buttershaw Sandale Trust 'Youth Art',,2025-08-05 12:00:00+00:00
recgIiCBxpbG0jZBk,,Our Patch - Buttershaw Sandale Trust 'Youth Art',,2025-08-12 12:00:00+00:00
recGOAtt8MN1bfur2,,Poetry Takeaway,,2025-09-19 14:00:00+00:00
recnW8Bv2fUT13Ld7,,Poetry Takeaway,,2025-09-20 11:00:00+00:00
recNNgwJ3Hn0vwt1B,,Poetry Takeaway,,2025-09-21 11:00:00+00:00
recFj4iQ6d9A6MZGA,,Bradford Belles,,2025-05-05 11:00:00+00:00
recIn7X3SvEMB0k3q,,Bradford Belles,,2025-05-05 13:00:00+00:00
recBgVn3DFU66UlyP,,World of Women (Cecil Green Arts),,2025-07-25 11:30:00+00:00
rec9rszBrQbl3SCja,,World of Women (Cecil Green Arts),,2025-07-25 13:00:00+00:00
recATpbT6qwrPKS4o,,World of Women (Cecil Green Arts),,2025-07-25 14:00:00+00:00
recpdzlsfyK3KW5pi,,Multicultural Pentecost Party,,2025-06-08 11:00:00+00:00
recPQw1Sbxu4vMadf,,PLAY: Island of Foam (WOW),,2025-08-06 13:00:00+00:00
recy8vFiCo7DcnszG,,PLAY: Island of Foam (WOW),,2025-08-06 15:00:00+00:00
recE2SIzKTaKlUYlM,,Our Patch - Crazy Zebra Crew,,2025-04-01 23:00:00+00:00
recsCl8WEHrWq5EXe,,Our Patch - Crazy Zebra Crew,,2025-04-08 23:00:00+00:00
recTzyvClEt6SlXMh,,Our Patch - Crazy Zebra Crew,,2025-04-29 23:00:00+00:00
recbnMfp5wN99r1lz,,Our Patch - Crazy Zebra Crew,,2025-05-06 23:00:00+00:00
recco3B77049kqAfV,,Our Patch - ACT OUT!,,2025-04-22 23:00:00+00:00
rec2FBOj08DGgtRZN,,Our Patch - ACT OUT!,,2025-04-29 23:00:00+00:00
rechMwCLJMKnY5m0R,,Our Patch - ACT OUT!,,2025-05-13 23:00:00+00:00
rec4mAU6PJwwjzqWs,,Our Patch - ACT OUT!,,2025-05-21 23:00:00+00:00
rec880DdV13LR9ybT,,Our Patch - ACT OUT!,,2025-05-27 23:00:00+00:00
rece1ddbhqJV3cX4V,,Our Patch - ACT OUT!,,2025-06-03 23:00:00+00:00
recrxIF2i2HP6eYWX,,Our Patch - ACT OUT!,,2025-06-03 23:00:00+00:00
rectV0FvgmlTTIVfV,,Our Patch - ACT OUT!,,2025-06-03 23:00:00+00:00
recqSgKifJWLAZwp0,,Our Patch - ACT OUT!,,2025-06-10 23:00:00+00:00
recAATKkm1o2xEjNh,,Our Patch - ACT OUT!,,2025-06-17 23:00:00+00:00
recQAg5lRqv4ntf3h,,Our Patch - ACT OUT!,,2025-06-24 23:00:00+00:00
recLSwSnSfs31PKwB,,Our Patch - ACT OUT!,,2025-09-09 11:30:00+00:00
reccH3PtKS92NPXqV,,Our Patch - ACT OUT!,,2025-09-16 12:00:00+00:00
rec5LhpLjekezs9hP,,Our Patch - ACT OUT!,,2025-10-07 12:00:00+00:00
recgVFc9AfzDdCprD,,Frontline 1984-1985 by Victor Wedderburn,,2025-04-17 11:00:00+00:00
reckd3vpNzU4ACE0f,,Frontline 1984-1985 by Victor Wedderburn,,2025-04-17 11:12:00+00:00
recUrHpGECSUzxkrb,,Frontline 1984-1985 by Victor Wedderburn,,2025-04-18 11:00:00+00:00
rec7M0o4q9IFcYqTE,,Frontline 1984-1985 by Victor Wedderburn,,2025-04-19 11:00:00+00:00
rechb1nCLds5yrBSr,,Frontline 1984-1985 by Victor Wedderburn,,2025-04-20 11:00:00+00:00
recV67zA3JPNQP1gd,,Frontline 1984-1985 by Victor Wedderburn,,2025-04-23 11:00:00+00:00
recjV9Nwy8Ofbbj8x,,Frontline 1984-1985 by Victor Wedderburn,,2025-04-24 11:00:00+00:00
recKS9B4dFeE5eKuS,,Frontline 1984-1985 by Victor Wedderburn,,2025-04-25 11:00:00+00:00
recZeDttQOZ6uZen1,,Frontline 1984-1985 by Victor Wedderburn,,2025-04-26 11:00:00+00:00
rec8C67wQTZbJPLf9,,Frontline 1984-1985 by Victor Wedderburn,,2025-04-26 18:00:00+00:00
recyoGY5dPtvf1KMz,,Frontline 1984-1985 by Victor Wedderburn,,2025-04-27 11:00:00+00:00
recJKS2gnlRqIn7eQ,,Frontline 1984-1985 by Victor Wedderburn,,2025-04-29 11:00:00+00:00
reciZk21XdANMFb1t,,Frontline 1984-1985 by Victor Wedderburn,,2025-05-01 11:00:00+00:00
recXRL5jCL1h5boQt,,Frontline 1984-1985 by Victor Wedderburn,,2025-05-02 11:00:00+00:00
rec5ydYDuoi5rEHdh,,Frontline 1984-1985 by Victor Wedderburn,,2025-05-03 11:00:00+00:00
recXPr5FoaQ90T857,,Frontline 1984-1985 by Victor Wedderburn,,2025-05-04 11:00:00+00:00
